STRUCTURE,STRUCTURE_ID,ACTION,FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,SEX,SEX_LABEL,AGE,AGE_LABEL,URBANISATION,URBANISATION_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,COMP_BREAKDOWN_1,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_2,COMP_BREAKDOWN_2_LABEL,COMP_BREAKDOWN_3,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,AGG_METHOD,AGG_METHOD_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,UNIT_TYPE,UNIT_TYPE_LABEL,TIME_FORMAT,TIME_FORMAT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,FRA,France,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,221,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GAB,Gabon,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,4,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GBR,United Kingdom,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,246,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GEO,Georgia,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,5,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GHA,Ghana,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,7,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GMB,"Gambia, The",PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,1,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GIN,Guinea,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,1,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GNQ,Equatorial Guinea,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,1,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GRC,Greece,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,10,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GTM,Guatemala,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,6,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,GUM,Guam,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,6,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HKG,"Hong Kong SAR, China",PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,55,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HND,Honduras,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,1,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HRV,Croatia,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,12,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,HUN,Hungary,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,6,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IDN,Indonesia,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,198,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRL,Ireland,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,26,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ISR,Israel,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,21,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IMN,Isle of Man,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,1,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IND,India,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,235,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRQ,Iraq,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,4,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,IRN,"Iran, Islamic Rep.",PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,3,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ISL,Iceland,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,18,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,ITA,Italy,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,102,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,JOR,Jordan,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,4,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,JPN,Japan,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,112,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KEN,Kenya,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,14,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KGZ,Kyrgyz Republic,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,1,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KHM,Cambodia,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,9,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KOR,"Korea, Rep.",PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,46,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KWT,Kuwait,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,3,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,KAZ,Kazakhstan,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,6,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LAO,Lao PDR,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,3,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LBN,Lebanon,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,3,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LIE,Liechtenstein,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,4,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LKA,Sri Lanka,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,1,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LTU,Lithuania,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,12,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LUX,Luxembourg,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,16,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,LVA,Latvia,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,11,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MAR,Morocco,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,4,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MDA,Moldova,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,5,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MAF,St. Martin (French part),PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,1,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MDG,Madagascar,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,1,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MKD,North Macedonia,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,5,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MLI,Mali,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,2,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MMR,Myanmar,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,8,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MAC,"Macao SAR, China",PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,1,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MNP,Northern Mariana Islands,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,2,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MUS,Mauritius,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,7,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MDV,Maldives,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,1,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MWI,Malawi,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,1,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MEX,Mexico,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,54,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MYS,Malaysia,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,44,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,MOZ,Mozambique,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,7,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NCL,New Caledonia,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,2,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NGA,Nigeria,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,18,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NIC,Nicaragua,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,1,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NLD,Netherlands,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,162,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
datastructure,WB.DATA360:DS_DATA360(1.2),I,A,Annual,NOR,Norway,PEERING_DB_CONN_DATA_CENT,Number of connected data centers (PeeringDB),_T,Total,_T,All age ranges or no breakdown by age,_T,Total,DC,Data centers,_Z,Not Applicable,_Z,Not Applicable,_Z,Not Applicable,2023,49,SUM,Sum,PEERING_DB,"Interconnection Database, Number of Connected Data Centers",0,Units,COUNT,Count (Integer),602,CCYY,A,Normal value,PU,Public
